chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.576269269,0.023076026,656.5427974,1510.462332,1171.615601,0.004659017,-517.3037109,75.16243744,24.30500793,20.82814026,10.48623562,16.63092613,11.74515533,13.66538239,7.160039902,9.684073448,2.89684844,5.82302618,1.113777757,5.543395519,1.830640435,6.137433052,1.396643519,5.32205534,0.204225332,3.685417414,COPD
0.092559941,0.006676241,318.1899418,516.0314736,901.2542725,0.00281892,-678.05896,18.38950157,4.173816204,5.694784164,2.681735039,4.57289505,1.427262068,2.785007715,2.902413368,1.141691923,2.528187513,0.378264964,0.339748323,1.133730173,-0.605053246,1.527975917,-0.873637736,0.416794896,-0.241182536,-0.131136626,COPD
0.662590683,0.094287604,374.1765493,1197.422085,315.9698486,0.003630462,-405.9376526,108.9594727,40.16747284,22.99256325,15.90171719,18.46004677,18.06478119,16.55922127,12.46677876,10.6274662,8.890547752,8.230736732,7.808284283,7.496831417,6.431607723,5.696446896,6.208249569,6.675039768,5.736752033,4.729149342,COPD
0.206938475,0.0200138,65.77089918,152.6738884,131.6416423,0.000813802,-463.7205811,19.89352226,15.36156368,10.89654922,6.843662262,3.745216608,2.046678782,1.803227425,2.60151577,3.757067442,4.622617245,4.858080864,4.468459129,3.688083172,2.735113859,1.798303008,1.081284523,0.728763103,0.751012802,0.991854727,COPD
0.263356477,0.030584233,154.7722474,479.671304,140.1153564,0.003375018,-548.9001465,57.54800034,28.01952171,21.21790695,11.78617382,11.81510544,8.097941399,7.487688541,3.008011818,2.35063076,0.018190332,1.408285618,0.398186147,1.751839399,0.073034875,0.620919645,-0.772054374,0.615947604,-0.138060376,1.332520127,COPD
0.23969236,0.058886733,259.0860315,589.0441406,384.5072428,0.003578469,-410.8708801,43.19841003,15.86793041,10.97348595,5.762629032,6.18548584,2.960968971,4.352416039,2.895623207,2.676992893,0.003891327,1.897825718,1.899069905,2.12438941,-0.651446283,1.313318014,1.406808615,1.314598918,-1.13124907,0.265483588,COPD
0.589613438,0.014489449,479.6113202,1283.815219,618.4814453,0.005386918,-552.6409302,99.08423615,37.80466843,23.96951866,10.65499496,12.96206665,10.03463268,11.23012257,8.014011383,9.625445366,7.022201061,7.698281765,4.79614687,5.634274006,3.594087839,4.747578144,2.615031004,3.010504484,0.969970167,2.407930136,COPD
0.396448672,0.027537528,272.4943417,808.165836,245.4386393,0.002766927,-514.7867432,60.46892929,23.34652519,16.04237556,10.72866726,12.69137192,10.10724258,10.17662239,8.106144905,8.464560509,6.130442142,5.2965312,3.90097928,4.741289616,3.77208972,4.224394798,3.619144201,3.459756851,1.578494191,0.976453483,COPD
0.320570648,0.181477338,176.223633,555.8017957,157.5113932,0.001338252,-356.3681946,52.75898361,17.19931984,10.62203503,8.093981743,11.99576664,9.659501076,7.730165958,5.216969967,6.687427521,5.113247395,3.88620019,1.473103523,2.740669489,2.767617226,3.278872967,1.334710002,1.55002749,1.481125116,1.756621242,COPD
0.280328363,0.12152949,109.1642179,335.9044331,163.2436117,0.001066985,-400.7514038,46.65892029,22.64931488,10.13178158,7.482979298,7.073870182,6.559799194,6.614764214,6.040044785,5.384806156,5.74678278,5.241165161,2.861036539,1.624650717,2.883197308,3.626443148,2.357543707,1.108678937,0.984898388,1.121121049,COPD
0.40878287,0.005569592,364.5763886,1016.22025,395.9716797,0.008732548,-675.4523926,137.6336823,62.60236359,31.10516167,13.93680382,11.42241287,11.5394268,10.70506001,6.445821285,2.629123926,1.395745397,2.107481003,2.350346088,1.841904402,0.177932814,-1.121896982,-2.176628351,-1.862824559,-1.177398443,-0.54840523,COPD
0.352702171,0.076744013,58.11899393,161.9195235,114.9434408,0.000488281,-499.4867554,36.69444275,24.18935585,17.25875282,15.52419281,14.94240284,12.20663071,8.842841148,7.252207279,6.918734074,5.904759884,4.303759575,3.636398792,4.128600597,4.475121975,4.042615414,3.530748129,3.479778051,3.456967115,2.995261908,COPD
0.517807484,0.157721713,59.70141823,246.8529196,82.54394531,0.00036169,-485.4284668,50.4534111,35.10715103,24.29280663,19.23505974,17.68420029,15.92661095,12.54990387,9.711632729,8.883482933,8.601311684,7.839251518,7.138020039,6.27039814,5.160789013,4.777953625,4.906570911,4.716278553,4.557133198,4.222308159,COPD
0.334744632,0.075512312,53.91981514,150.2355325,106.2204997,0.000488281,-504.8483582,29.85551834,22.49394608,18.28084564,16.02012444,14.7286644,12.75708771,10.29893208,8.370709419,7.292751789,6.489068031,5.506118298,4.524027348,3.883972168,3.549101353,3.300584078,3.037046432,2.763508081,2.421328545,2.015837431,COPD
0.341732025,0.156542569,99.75589538,415.569969,93.75915527,0.000976563,-420.4484558,51.7660141,30.64134979,21.5869503,15.99918842,11.17719173,8.597486496,7.142323971,6.163229465,5.419680595,4.875711918,4.652374268,4.48644352,3.876370192,3.109942675,2.525598288,1.930804729,1.658042192,1.742642999,1.725108147,COPD
0.625071883,0.126820847,115.3404606,554.9958857,136.5763346,0.001950864,-453.1772156,76.80716705,66.63821411,53.76786804,40.15167618,28.21870422,19.17567062,13.19128895,9.576994896,7.377471447,5.792639732,4.445714951,3.282381773,2.46084547,2.162836313,2.466039419,3.275036812,4.339366436,5.290678024,5.783637047,COPD
0.214076713,0.00225881,447.9402748,797.1541333,1129.595947,0.004159433,-755.8287964,32.41791534,8.257844925,4.26195097,0.736884773,6.661474228,5.044650078,6.571583271,0.425399244,1.945241451,-1.483395576,2.228158712,1.533157587,2.819878101,0.726375818,1.214869857,-0.107013598,1.895526052,1.822724223,2.759153128,COPD
0.134115353,0.006769269,130.4630745,334.4945577,158.009847,0.001317907,-663.1426392,20.11053658,6.553006649,7.544823647,6.045065403,5.97149229,3.244898558,3.963702679,2.9949224,3.440351248,1.810754538,2.464023113,1.438669682,1.878303647,0.531229019,1.409315586,0.387258679,0.944194734,-0.065514565,0.89931953,COPD
0.621715426,0.091783792,1038.583018,1901.619169,2489.278158,0.013793945,-316.116394,67.53089142,18.1688118,33.4524231,17.2760849,14.385396,14.20567799,15.99268723,5.107635021,12.5270462,5.500277042,7.424695015,4.043043613,9.344735146,1.792740941,6.323755741,1.201784611,6.951972008,-0.421276301,5.01202774,COPD
0.151857257,0.004366796,325.0943071,480.4622609,679.3924967,0.007213451,-658.8132324,23.84489822,-1.32536447,2.82290864,5.367135525,5.303353786,2.513752699,3.797186613,0.629720926,1.174488068,0.32862699,1.86734283,0.413835317,1.468042254,0.62710768,1.567042589,-0.407743305,0.62626195,0.151577458,1.284164548,COPD
0.776895463,0.432330161,61.36810959,219.0928078,83.54085286,0.000632957,-388.9015198,95.28783417,46.65100861,15.22354031,13.39326572,23.76270866,26.79188347,22.05694771,17.96419144,15.98766327,12.38247299,7.66226244,5.614072323,6.366434097,6.872064114,6.573451519,7.289963245,8.585290909,7.940970898,5.329650402,COPD
0.381822884,0.023459509,97.17735529,322.5077607,173.6114502,0.000741464,-609.3765259,38.01137543,26.910326,18.65411377,13.87985611,12.04476166,10.95815468,9.663646698,8.309110641,7.306433678,6.737415314,6.450557232,6.15201807,5.70412302,5.183870792,4.679309845,4.165859699,3.633553505,3.193493128,2.976857185,COPD
0.347515166,0.017112263,83.21559074,240.5288765,153.7231445,0.00209328,-580.4067383,43.21803665,30.84432793,19.86811066,12.2708416,8.479454994,6.870276928,6.442326069,6.982112408,8.229286194,9.274863243,9.344814301,8.394458771,6.880775928,5.180111885,3.497589588,2.122483492,1.386453748,1.290304065,1.483154416,COPD
0.52331239,0.048527293,406.3916105,1151.973295,360.5316162,0.003562645,-467.787384,72.37599182,31.67497635,29.1614399,17.13212585,17.07287788,11.06171894,11.75441837,6.877267838,8.82936573,4.874696732,6.751091957,2.648487329,4.269701958,1.495697737,3.97389102,1.549515605,3.531646729,0.725934565,3.042538881,COPD
0.340695977,0.054185517,178.4433951,560.9566869,182.1848551,0.002131709,-458.414917,55.63755798,22.1061058,10.44904041,6.682392597,7.881051064,8.312274933,7.578216076,6.904525757,6.267643452,4.850530148,3.604521513,3.22318387,3.764559746,3.982287407,3.844672203,3.67927599,3.080786705,1.896534443,0.801532626,COPD
0.531003594,0.045825377,118.0387571,297.7923614,241.6005452,0.004756221,-463.3138123,73.00104523,54.50383759,32.24146652,13.91406059,3.837241173,1.951485753,5.206454277,9.857161522,13.27309322,14.58085823,14.21535683,12.97307301,11.28701019,9.140873909,6.503140926,3.751171589,1.610703588,0.654964328,0.883602858,COPD
0.434200197,0.107728519,59.44241977,170.8144156,104.5257568,0.000504105,-507.7897644,59.13723373,34.36861801,16.13976288,9.798791885,11.66716862,14.53722954,15.88151741,15.84899902,13.85699081,9.466630936,4.493387222,1.482343316,1.038777947,2.144907951,3.999266624,6.081405163,7.269898415,6.594147205,4.514154434,COPD
0.678701222,0.450990856,213.7550694,734.1612816,228.241984,0.002920645,-286.1530457,135.3419647,41.44741058,26.35109138,32.48147202,23.91797256,15.26987076,10.61208344,8.301604271,10.50232315,12.23877811,10.10896015,4.363298416,2.841379881,6.017452717,5.343656063,3.102960587,2.636064291,2.66049695,2.66403079,COPD
0.390753657,0.167963222,157.6585909,564.7671229,138.3707682,0.001681858,-379.540741,64.02147675,30.59490776,17.93391228,14.83359528,11.80526352,8.614125252,6.810733318,7.436910152,8.074826241,7.289754868,6.031616688,4.472351551,3.042826414,2.556890249,2.553027868,2.549395561,2.812636137,2.752461195,2.224265575,COPD
0.229541093,0.028904377,122.8308052,379.9477026,158.807373,0.001916956,-551.5769043,53.30410385,23.82736969,17.26704407,11.67311287,9.904271126,6.023389339,5.369372368,3.355688572,2.937565327,2.762955904,2.276296854,1.266771078,0.900236368,0.609588265,1.496214032,0.566263497,0.809235692,0.558524966,0.493057251,COPD
0.634288192,0.158381999,563.6220426,1510.274549,667.8283691,0.004240813,-333.4334717,84.89016724,30.23770332,29.98317909,20.15518951,20.41181183,10.18027115,10.97198105,6.676902294,11.05700493,5.885517597,7.151360035,3.662638903,7.957417011,5.70923233,7.125147343,3.431382656,5.007604599,2.504678726,5.002382755,COPD
0.240904018,0.00694704,856.6873695,1028.797623,2041.965739,0.026796694,-612.5497437,36.06919479,6.023313522,8.851565361,-3.491635323,9.728648186,-4.729196548,3.511717081,1.288635969,3.88203001,3.136630535,3.519993067,-4.065383434,6.192135334,0.887902975,4.836514473,0.728086829,0.677997351,-1.667088032,-2.660008192,COPD
0.184112534,0.021397723,61.75958729,144.3138661,129.4484456,0.00088614,-540.2910767,26.66260719,18.12837791,11.28491783,5.933724403,3.320256472,2.723258495,3.156023979,3.707303762,4.05085516,4.116889,3.93962574,3.575111151,3.11323595,2.559537649,1.87681818,1.102061152,0.438285321,0.146342978,0.327527791,COPD
0.239395663,0.024499606,59.30670257,155.6576719,108.8623047,0.001283999,-453.5292358,22.85182762,18.4878006,13.58117294,9.061693192,5.6503582,3.747720003,3.095364571,3.270888805,3.855517387,4.484955311,4.944656372,5.102718353,4.883807182,4.267133713,3.317710638,2.217664719,1.220645189,0.548597276,0.287179112,COPD
0.638807893,0.003033366,616.8735006,1430.132413,819.0093994,0.014309353,-646.2514648,153.7822266,49.38520813,17.52268219,-4.925493717,3.366066933,7.207098961,11.6285162,2.704675436,0.321465522,-1.609909058,6.708502769,7.903160572,10.54528999,5.850858688,6.809633732,3.451032877,5.152709484,1.711437106,2.195490837,COPD
0.414087653,0.099385403,408.1487376,996.477209,591.913859,0.00495289,-393.1433716,56.83135223,18.40758324,16.43911934,8.933375359,12.24847603,8.805003166,10.57047558,5.403078556,6.920879841,3.424485683,5.192525864,1.992298841,3.832766533,1.086202264,3.093104124,0.587381244,2.570509911,0.705054402,2.992173195,COPD
0.648959041,0.272956997,165.3173775,594.6897251,224.0549723,0.001950864,-354.2412415,119.4346542,59.45648956,18.38258171,7.873720169,11.76146126,13.14985371,8.950785637,6.248152733,10.13362217,15.41104889,14.4656992,9.00615406,6.223617077,7.019090652,6.992949486,4.640552998,1.364765048,-1.516578674,-2.154655933,COPD
0.348661363,0.1914718,246.2868567,728.4760371,218.0236816,0.002730758,-348.640625,58.59580994,22.89339256,20.76720428,13.84000206,14.57281685,9.992911339,10.31076431,6.171482563,6.835450172,4.964955807,6.108905315,2.751283407,3.777334213,2.216902018,3.2884233,1.008602619,2.280798197,0.598163247,1.483456969,COPD
0.282636851,0.100482926,73.34041535,195.3758797,141.90979,0.000397859,-499.2261353,30.2380867,20.36668968,15.46706772,13.04656506,11.25943375,9.530218124,7.981392384,6.864606857,6.363680363,5.849330425,4.738071918,3.275365829,2.205032825,2.055499554,2.688028097,3.119718552,2.884574652,2.649386644,2.25382781,COPD
0.239027843,0.061505303,255.676456,579.0217909,431.8105062,0.003417969,-396.782959,44.9733963,15.72595596,10.40720081,5.229703426,5.767071247,2.971394539,4.21416235,2.630446434,2.230669737,-0.044652551,2.454481602,2.201690435,2.118066549,-0.821316779,1.059853911,1.2301265,1.340850949,-0.918939471,0.150927424,COPD
0.522782326,0.148131549,192.4946292,708.0217595,193.3502197,0.002712674,-403.9370728,85.04094696,47.30962372,25.32368469,20.73088837,21.50295639,19.22337532,14.57420731,10.85161972,9.295167923,8.981830597,8.350908279,6.713247776,4.990981579,4.091800213,4.154134274,4.359967709,3.838275671,2.952151299,2.313685656,COPD
0.347789496,0.032736108,266.4212012,705.0457509,313.5274251,0.003616898,-479.9601135,65.49534607,23.12923813,14.3047142,7.38092947,9.831316948,8.843348503,8.308534622,4.660823822,5.248913765,3.733338594,3.613511324,1.432355285,1.692137241,1.137473226,2.821343899,2.467110157,2.632684946,0.440609157,-0.115150295,COPD
0.298808992,0.105275303,54.43546868,149.9752336,87.07987467,0.000217014,-456.7555237,39.4347496,15.01980019,3.770799875,6.374032497,10.83280659,8.962612152,5.633578777,6.235086918,7.9375,6.327257156,3.246240854,2.572227001,3.556488514,3.213069677,2.005304813,2.391930103,3.965390921,4.18734026,2.7535007,COPD
0.563116372,0.014965941,792.1301589,1651.838483,1720.263672,0.008165148,-527.8536987,75.31739807,23.9308815,20.26988029,10.24897385,16.51091576,11.55034351,14.14992237,6.905890465,9.338422775,2.427504063,6.380356789,1.062403202,5.773663521,1.713322401,6.081579208,1.282479882,5.16045475,-0.09059567,3.474577904,COPD
0.199250966,0.080137983,77.075707,203.0325484,143.1559245,0.000829626,-432.6500244,37.23029327,17.45898819,6.631570339,2.862316608,2.330096245,0.968107522,0.174527302,1.792018652,4.45257473,4.81146574,2.680880308,1.264991522,2.307271957,3.213032007,2.129851341,0.545914054,0.294562191,1.177163243,1.537515163,COPD
0.360301197,0.009493915,864.3944369,1249.010327,1870.796712,0.0231165,-520.6055298,59.68954849,-1.643549204,7.549978733,13.22925186,12.96848965,4.559076309,8.421465874,1.07067883,2.637897015,0.603452206,3.749214172,-0.301343888,2.809855223,0.919067085,2.955553055,-2.080067396,1.253431439,0.371718943,2.210664034,COPD
0.5186854,0.085122459,71.53178366,201.9280099,140.8131917,0.000922309,-514.1309814,65.25805664,51.13240433,35.88938522,21.25308609,10.90506744,5.934864044,5.696381569,8.108956337,10.98358822,12.77692127,12.96045017,11.74362564,9.709525108,7.430398941,5.302838326,3.52320528,2.179253578,1.296763659,0.871032834,COPD
0.358530402,0.087594576,154.2887254,539.5841492,157.2621663,0.001862703,-442.0384216,61.72868729,28.30044746,17.99810982,15.81424332,15.19304085,12.29649734,8.525780678,7.243976116,6.947535038,5.8109231,4.195529461,3.375443459,4.270834446,4.366728783,2.811898947,1.734031677,1.594857216,2.150792837,2.641711712,COPD
0.386237741,0.072653539,503.7327098,1120.947096,801.4638265,0.005203812,-398.2993469,58.5500946,25.54441643,24.77506828,14.07569408,14.18135929,7.344344139,8.012509346,2.676125526,3.992889166,0.325285524,3.067143202,-0.581044674,1.891420722,-0.475034148,2.411231041,-0.069249116,2.101202726,-0.545162678,2.443975449,COPD
0.54960978,0.031395711,274.324381,907.2354527,243.8435872,0.003128617,-516.4077148,92.54101563,40.33599091,17.71136284,18.62184906,18.35386848,14.92360306,15.75923347,17.52826691,14.06456661,8.658425331,7.353039265,7.751645088,5.301775455,2.871915579,4.755749226,7.641680241,5.699637413,0.327062547,-2.252906322,COPD
0.320210576,0.035906944,49.8104678,144.7557511,90.76843262,0.001139323,-484.1277466,32.23324966,25.98537827,18.82220268,12.1293211,7.360355377,5.075811386,4.807620049,5.750775337,6.969741344,7.809379101,7.921834469,7.269705296,6.06944561,4.635467529,3.28398037,2.207084656,1.472749591,1.059918284,0.912356794,COPD
0.524463117,0.071805343,263.0723314,875.2865919,232.9772949,0.004123264,-446.080719,112.2163162,45.18445206,26.90763855,16.90896988,20.78431511,16.50884056,13.98000336,9.117458344,9.274045944,6.810156822,5.909735203,3.492685556,4.498086929,4.413144588,5.086007595,3.538612127,3.020437241,1.556573272,1.49383378,COPD
0.42095843,0.020712523,357.8028392,830.4334092,626.755778,0.004557292,-536.2821045,69.90453339,12.408988,16.61318398,17.10684395,9.593755722,4.493166447,7.294211388,5.325064659,6.929950714,7.720641613,5.685907364,2.684612036,2.511617422,1.460522652,3.445112944,3.439778566,3.001131058,2.437654734,2.445743322,COPD
0.507155299,0.253778189,420.7757983,1077.818377,571.3277181,0.004937066,-298.9541016,88.11812592,36.58193207,25.92165565,12.99113941,11.05900478,6.733692646,7.75639534,5.02774477,6.836551189,4.252493858,5.716057777,2.859391689,4.126859188,2.21709609,3.83582902,2.196230888,3.20728159,0.982701838,2.221207142,COPD
0.760380864,0.333610564,59.44013677,218.6057631,61.16027832,0.001164189,-374.2642517,102.3005676,59.28991318,25.64311028,15.93352795,20.32699394,24.63126564,25.37666512,24.85050011,22.29139709,16.02687073,8.826023102,5.197511673,5.50567627,6.7348423,7.426337719,8.355038643,9.424345016,9.231362343,7.530035973,COPD
0.196536824,0.070533164,131.5316665,322.4884013,212.2914632,0.002694589,-398.2846069,47.83935165,11.01303673,4.665584087,5.299868107,5.93116951,4.573701382,-0.030242549,-0.814421058,3.28109026,5.082938194,2.487962246,0.918641508,2.828870058,3.589232445,2.369630098,1.082954884,0.204159841,-0.530049086,0.1248037,COPD
0.382240862,0.139959708,143.2204046,519.7947636,154.6702067,0.001625344,-397.9847107,55.85007095,34.5606041,21.01247597,16.38582993,15.14735222,12.82068634,9.711560249,7.318562031,5.878923416,4.565335751,3.49857688,3.302969933,3.671265602,3.525246859,2.515469313,1.414537907,1.023313522,1.310517907,1.772626519,COPD
0.382922739,0.090922654,412.4881122,1033.959081,505.8807373,0.004175257,-401.1609497,55.71754837,23.97363663,23.4167881,13.56102848,14.12409496,7.959002972,8.798132896,4.328726292,6.129496098,2.302023172,4.224453449,0.946595073,3.266112089,1.051507831,3.285421371,0.907633901,3.281169176,0.907067001,2.839167595,COPD
0.507575691,0.049795724,148.4946602,615.9861491,122.6196289,0.00124783,-541.9657593,65.11778259,42.79995346,27.92271423,21.85465431,18.66259766,15.99013519,14.3069706,12.91612339,11.04107666,9.074194908,7.569067955,6.596366405,5.964754105,5.562544823,5.132170677,4.39652729,3.557557821,2.917333364,2.462154865,COPD
0.435099483,0.194536626,96.74245292,289.1644524,146.2961833,0.003829391,-401.6544495,86.81492615,62.24666214,41.31863785,26.36964226,17.76686478,13.77324963,11.52890873,9.084344864,5.726586342,2.340965748,0.225427657,-0.11784292,0.760620415,1.852819085,2.511210442,2.368019581,1.505133152,0.756255627,0.629860759,COPD
0.244706988,0.047892459,115.5394087,320.4967878,161.7980957,0.001175492,-450.8371582,39.61972046,12.14949417,7.819052696,9.96795845,5.263271809,4.428436756,5.786334038,1.129945517,-0.808317184,4.784837723,7.007212162,4.220118046,4.467254162,4.470591068,0.385204345,-0.068009272,3.571799994,2.763750315,-0.537581384,COPD
0.654094338,0.125504375,385.8825927,1240.648837,296.9289144,0.002837004,-393.301239,93.80532074,43.63353729,34.71533585,16.97820854,13.94922924,7.978652,8.296892166,5.598443985,7.522958279,3.988843203,7.938878536,6.274972916,7.522822857,6.481338501,6.906424999,4.796069145,6.499254227,3.698058605,4.246438026,COPD
0.231439337,0.037415843,135.6919941,388.0696105,190.1102702,0.0010489,-515.4051514,39.31754684,12.73269558,6.240384579,2.860228539,5.321109295,4.761946678,5.099001408,3.184546471,2.980243444,1.816546321,1.952974916,1.23509109,1.800119281,1.852642655,2.940433741,2.793240309,3.253259182,2.039640188,1.943463087,COPD
0.756302357,0.28956902,72.23609868,234.8070368,99.69075521,0.001363118,-389.5410156,96.5242691,48.95906067,15.34617996,10.22300625,20.81246376,27.69103622,26.13373947,22.33244514,19.88356781,16.80830193,12.05712891,7.888829708,6.189431667,6.516358376,8.011310577,10.19150448,11.66149426,10.62195206,7.327606201,COPD
0.491436422,0.148476183,54.62466323,176.007378,84.58760579,0.000596788,-451.2605591,58.77536011,31.44753456,13.49570751,12.26727104,19.77236557,22.88865471,17.82194901,10.6696291,7.67262888,8.365077019,8.428483963,5.72038269,2.111528397,0.559214294,1.974112868,4.795698166,6.648979664,6.20952034,4.021856785,COPD
0.37314561,0.116894282,159.3511043,583.634359,126.2583415,0.002185963,-414.6451721,62.86013412,34.89892578,26.45680046,17.92702866,13.35749054,9.480445862,6.910617828,5.908216476,5.208464622,3.887925148,3.80246377,2.824890614,2.865732193,2.504722357,1.981283545,1.65337956,1.864645481,0.791861951,1.209732533,COPD
0.447477371,0.082360357,231.846208,767.2010692,190.7084147,0.002604167,-429.197998,70.03093719,31.29322243,18.85995674,12.92521477,12.84406757,12.15498543,10.72070789,8.943598747,7.407910347,6.06824398,4.801655293,3.642933846,3.620240927,4.255019665,4.63145113,4.285863876,3.278875828,2.730803967,2.397221088,COPD
0.353563249,0.164035872,120.7959224,426.6051942,158.6578369,0.001880787,-386.3823547,65.08345032,38.97047424,21.16789627,14.19897079,12.39932632,10.57858467,8.790660858,8.073493958,7.963060379,7.102484703,5.200949669,3.615021944,3.360918283,3.370198965,2.48665309,1.350670457,0.815955758,0.542390525,0.399518043,COPD
0.489428073,0.021647232,1399.583127,1783.541564,3097.042847,0.064028139,-358.4746094,103.9660034,-1.506489873,27.64729881,-10.39184475,12.13692856,2.23356986,2.895905018,3.978111506,10.79882336,2.826561928,9.260694504,-8.083789825,1.048370838,1.866160393,5.39216423,0.527791619,3.08487606,-7.184977055,-3.28527236,COPD
0.608176172,0.18024762,321.0910569,1000.734834,345.5780029,0.004082574,-347.6520691,101.6150208,44.46278763,16.05486107,12.53190517,15.37060452,16.8004818,15.48365116,13.62426949,12.0727272,9.825659752,6.972341537,5.136667728,5.318750381,5.960451603,5.415056705,3.464029074,0.947221398,-0.044168331,1.124826908,COPD
0.455771834,0.171457782,61.93540885,166.7803292,110.4573568,0.000560619,-444.1761475,55.1414566,37.3483429,23.13967133,16.33424377,14.95070839,13.75984001,10.56064415,6.972710133,5.133937359,4.998155594,5.204114437,4.93489027,4.3984828,4.060124397,4.043347359,4.207473278,4.341723919,4.244911671,3.812245131,COPD
0.304559499,0.043830626,271.1998255,694.821608,307.8450521,0.002728498,-490.9589233,51.13599396,22.57569313,18.63150215,8.939141273,8.134548187,3.961179972,5.162893295,3.094564199,4.532766819,2.278995752,3.652159691,1.934905171,3.560127735,1.600553155,2.758198977,0.804908633,2.279199839,0.277568281,2.265725136,COPD
0.441425383,0.089338847,515.1440292,1208.353033,779.6315511,0.006329572,-372.4455261,70.63067627,29.71710014,26.27847099,12.99921417,12.61505127,6.35240221,8.364805222,3.600673437,5.599124908,1.605030894,3.774805069,-0.018290555,2.791663885,-0.150093362,3.012020588,0.459644258,3.359433174,0.611771882,2.808057547,COPD
0.526732147,0.314426303,162.6203753,652.416081,156.3649495,0.00229447,-357.0868835,94.46205902,50.93306351,36.12913513,25.07493401,17.29730034,11.96739006,8.304080963,6.653592587,5.730904102,5.06496954,5.001644135,4.995718479,4.229633331,3.751176357,3.751546144,3.493879557,3.223651171,3.00948596,2.734911203,COPD
0.421730608,0.025581837,198.4615971,703.5170674,151.4801025,0.001645689,-576.5473633,64.58922577,28.25629807,25.93890572,20.82559013,17.09891319,13.67790604,11.42383003,9.77230072,7.30819273,5.935964584,5.207380295,4.644309044,3.669341564,3.367991686,3.607599974,3.31131196,2.537500143,1.917678714,2.008142233,COPD
0.349172622,0.184606344,147.3229806,517.2711391,148.9379883,0.00140833,-378.1445923,57.81915665,26.72736359,17.15834236,13.12309647,12.01106739,10.47285175,8.652774811,6.776866913,5.551647186,4.802018166,4.082314491,3.832030296,3.97659421,3.610451698,2.59350276,1.497630239,1.28112793,2.043249369,2.463403463,COPD
0.45798105,0.022075376,815.9384237,1533.626192,1998.201497,0.008461281,-476.5377502,62.69005966,15.59736729,21.43993759,12.50640965,14.3479147,8.009666443,10.38017178,3.936383963,8.373390198,4.509628773,6.655931473,1.664301276,3.938202858,0.510465205,3.785985708,-0.514549017,2.204716444,-0.957784295,3.323302031,COPD
0.460311711,0.054913688,837.745449,1148.147511,1704.412842,0.030933521,-382.7598267,99.33325958,1.881573677,22.38077354,11.24674892,23.15687752,13.8420887,0.083909318,-1.702359796,5.111566544,4.202372074,8.6540308,2.464159727,1.852409124,-0.59062773,1.612666607,2.711846352,3.352444887,0.629731894,2.60093379,COPD
0.629377186,0.228086978,506.6817871,1426.795273,506.7779541,0.005081742,-294.6576538,92.31508636,41.44638443,36.18263245,20.31346321,18.4603672,11.2463913,12.45641232,7.998484135,9.698653221,6.350847244,8.325145721,4.977678776,6.259951115,2.735368252,4.958551407,2.314293861,4.178342819,1.766437769,3.808023691,COPD
0.358373463,0.019280147,286.1546187,784.0747491,318.8110352,0.003304941,-522.2435303,64.05036926,20.18239594,13.08521366,11.10991764,14.133564,10.36450863,7.022303104,3.602515936,4.779764652,4.581610203,5.410682201,4.68655777,4.966534615,4.45632267,4.090079308,1.973389149,2.08642292,1.705014586,1.642902851,COPD
0.430329412,0.330923766,272.3811715,856.29414,261.0402425,0.002529568,-307.7141113,73.23240662,28.49168205,19.31692314,16.52702141,16.63524437,15.75289536,8.617314339,7.433246613,9.764919281,7.654463768,9.963448524,3.994755507,3.259349108,2.846006393,5.041561604,2.19046092,5.093374729,-0.281737387,2.573263884,COPD
