chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
0.37310767200000006,0.103048414,1516.929678,1545.770204,2884.2030839999998,0.12988507300000002,-351.9524841,76.32188416,1.8859329219999998,-0.93696636,-16.34807968,-0.853601217,-4.714133263,-2.0699722769999997,-21.47920227,-16.07310295,-2.027748108,-6.319022655,5.590425968,-8.792586327,-8.87891674,5.2653932569999995,-7.280386448,-6.601922512000001,-3.785925865,-8.279179573,0
0.43104293899999996,0.040610056,2331.56585,2187.452698,4536.128743,0.145605017,-352.41400150000004,57.13102722,-5.5970573429999995,0.23827460399999997,-22.40615463,-8.955688477,-6.573583126,-11.73965931,-16.43729019,-1.263172269,-16.46960068,-3.5301971439999997,-3.7350509169999997,-0.198332235,-9.839769363,-5.315787792,-5.830560684,-7.077991486,-11.19150257,-4.469076157,0
0.24638611100000002,0.045692496,1472.640673,1122.657441,2774.892171,0.094373915,-442.721405,29.73343468,0.579966784,12.42137432,-7.678332329,4.953800678,-14.56770134,-0.6641249060000001,-1.292121887,-5.707313061,-5.511069775,-5.281613827,0.508827507,-6.290066242000001,-3.3707399369999997,-4.927048206,-0.7104476690000001,-3.572654963,-4.234689236,-1.9491354230000002,0
0.419028193,0.050483149000000005,4197.899973,2831.040318,7405.577595999999,0.304531521,-373.6759338,14.59530544,5.769902706,-0.83495754,-11.40993214,8.327916145,-15.58445644,-16.26651573,-9.525183678,10.99893284,-18.67746162,-9.084852219,-2.159809351,-1.015262365,-2.69230628,-3.56203413,-0.34527584899999997,-1.711086392,-0.870945275,3.266409874,0
0.37502574899999996,0.051147223,1588.118931,1582.605184,2882.3089600000003,0.127904821,-386.0126648,73.90227509,-23.26397514,1.941533089,4.942947865,13.63986301,-6.805795193,-10.88189793,-18.70754814,1.11156857,0.718199611,-10.422381399999999,-0.405528903,-4.789917946,1.348900318,0.29238623399999997,-4.678143024,-1.257457018,0.507745385,-3.8214871880000003,0
0.40833178200000003,0.05973741,4398.908992000001,1926.2852480000001,6379.012044,0.42468713799999996,-392.7817688,-1.319088697,-30.37099457,30.45667458,-32.71584702,38.55272675,-25.3509922,-4.010156631,-24.94881821,-1.004299164,-1.4758745430000002,-18.73795128,5.373018265,-8.985093117,-1.21470809,-3.415146828,0.944296122,-11.79537868,-0.421982884,-3.515192747,0
0.49769884299999995,0.031020263,2336.544906,1924.100482,4457.323201,0.21806278899999998,-446.1228943,53.02261353,-24.18213844,16.822649,-10.96807003,10.27086067,-5.820059776,-4.4191203119999996,0.36444231899999996,-11.90310097,-0.971115232,-7.509113312,-8.404755592,-6.957127094,-3.204835653,-4.091427803,-8.18543148,-5.273981571,-6.103686333,-7.012126922999999,0
0.462632626,0.08057689700000001,1887.155556,1912.959293,3994.101563,0.131510417,-335.154541,60.82688904,-14.37617111,27.05129242,1.6808595659999999,21.17643738,-20.77132607,3.141249418,-7.568177222999999,2.360123873,-1.5510411259999999,-5.795287132,4.506225586,-13.11588764,0.752990603,3.414670229,-2.2869198319999997,-10.42077065,-2.062802553,-8.119326591,0
0.44325783799999996,0.063511632,2542.484443,2273.3793370000003,4915.20284,0.162780762,-268.77044680000006,79.80555725,-39.06733704,7.572101592999999,1.548060775,-25.80111313,-26.43963242,-3.1070635319999997,-16.446662900000003,-2.606099844,-10.82409,-2.011279106,-13.41345692,-2.137906551,-13.8940897,1.24562633,-4.136741638,2.841056824,2.368724585,11.42550278,0
0.41765254700000004,0.098766916,3291.3540390000003,1998.28555,5638.55896,0.28205702,-223.16242979999998,33.79767609,-66.42972565,19.38341522,-45.59575653,22.40616417,-29.07356262,-12.07820892,-29.500232699999998,1.0452352759999999,4.89640522,-19.32460213,-5.907934189,-0.369078279,2.797816277,-8.605104446,4.295559883,1.700058579,-13.64821625,2.045761347,0
