,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label_COPD,label_COVID
0,0.5495854541167189,0.07023557448112186,0.3167320194386708,0.48187866535415025,0.342610420997022,0.12866621509025172,0.6433523751219821,0.28497965073595755,0.475807076147827,0.3917489133180501,0.4146470772646964,0.5734732261729911,0.5729529858647797,0.37668394034355024,0.30160777004529526,0.3146003317403062,0.3402070033458905,0.28721518977956717,0.2625115253621164,0.3029026154032796,0.2889699727186036,0.377557882960632,0.45235432172898826,0.42173663788295745,0.5690952226395158,0.5503883737523483,0.0,1.0
1,0.2789279375188263,0.13604295698445923,0.20787168501849598,0.3042714101192984,0.218851393724433,0.1075940243011619,0.6273910822807535,0.24665809982904222,0.48283090168734166,0.6975326082489317,0.5965718785604293,0.45832923599244824,0.4662644363369851,0.23385512706930373,0.28495989019395446,0.4340987161585035,0.24697919209429936,0.07666856193945548,0.0,0.2072471464039758,0.3990733358452928,0.26349820973413113,0.4351930025827846,0.5370156483718633,0.19907333553598466,0.2664946756323531,0.0,1.0
2,0.22442871046175386,0.06434856466761721,0.11575852550909928,0.1356934425343158,0.11850557226458161,0.06646035229438428,0.6304479730411768,0.25960363674847403,0.3409899891415573,0.3430814795757292,0.4558390385163156,0.3924063092384452,0.3771271903702932,0.43724389483110915,0.3029212476724813,0.26301364812958283,0.44445938582859135,0.3290199877648386,0.28769838302166606,0.4451508044520013,0.4460002113547378,0.6022188392309448,0.6481456492284974,0.48131876858825096,0.4738071977206015,0.43144862759271896,0.0,1.0
3,0.47807763643252665,0.04496810841900652,0.21073412479225706,0.2358379238954488,0.21032395831933773,0.12941834659659757,0.6301807583272903,0.4985503094725336,0.2523529247838918,0.3669049564831771,0.5380166280902003,0.3150558785040268,0.38249939079539264,0.4511885021158806,0.3116422065397331,0.3159148655528531,0.36402003716891274,0.3524765162499264,0.408606938681477,0.32891149656679786,0.295222177085418,0.5217948912820181,0.4307224440020425,0.18110187125821908,0.28579891325979945,0.3112366489644219,0.0,1.0
4,0.2781219211238555,0.045753354502895235,0.11968726815940806,0.13842226125031973,0.11515776420197135,0.06783121098207887,0.5617586518870544,0.34645257444022187,0.3470763398653488,0.2765497843842436,0.47362121402632945,0.48182087666145146,0.4112165387758109,0.4398361606284093,0.3658001640997556,0.3452654171815972,0.5183704812284212,0.4447435613643853,0.3519993871879938,0.38081820695997,0.2565500905342786,0.3718105552630492,0.5426219501485459,0.30395438871475317,0.3095984231067769,0.414910678161042,0.0,1.0
5,0.5895808638107052,0.09745818487169824,0.32086276050174223,0.446068042439928,0.31758526826025585,0.20738910933695234,0.6106455498706647,0.4897603706931682,0.2874804459114867,0.4926747305887006,0.7272895579715946,0.429773620846223,0.3514588098577561,0.4609896138751195,0.4918725730551856,0.36368225132265586,0.39596611336629683,0.4911192836537428,0.3849477789697453,0.48679972207453887,0.5153370054844777,0.3370575541119506,0.6081387432331832,0.44944117138060447,0.1991601131823959,0.468075030609715,0.0,1.0
6,0.4145519184481654,0.03272888737603742,0.3902603654778622,0.5397586770669737,0.4078570270174924,0.18823601242993576,0.4980879661619986,0.3046836887297472,0.38812972701389536,0.4951528467646492,0.4993617234638459,0.29980498048000315,0.21457747615182104,0.2971800164364925,0.43808889349556557,0.49411143686084436,0.43096707352772273,0.464576272559189,0.46021167103454663,0.3747363416544436,0.532237091196172,0.8468219341578238,0.6261157783238311,0.27300981720959533,0.18630799299716566,0.45495684642305423,0.0,1.0
7,0.3640262731023687,0.12562101692439578,0.23625587866450456,0.23526510193273517,0.2176665759696822,0.17754596284879823,0.7182076905933794,0.5302251745303064,0.15980828980999157,0.26868613815172426,0.4820409366772688,0.31076638465446627,0.29072339102517314,0.22296944443765088,0.35401737068781014,0.6662431887819577,0.5045815039679212,0.298209868820688,0.4159627612305455,0.555514318101319,0.5487276777769835,0.376633954126131,0.4148228445143979,0.29782409953299216,0.22012285575596452,0.33994553143513445,0.0,1.0
8,0.5019447119698713,0.02808834628379641,0.28054499690960494,0.42771369869948755,0.33061379004998565,0.07925084402223176,0.5261598148411079,0.3089388335928172,0.3697301892390811,0.43097460848841623,0.40549696156852477,0.38229164791409626,0.46212632174022356,0.3565881712040682,0.32307376565947177,0.47113868220446864,0.4628707688465457,0.367470874006114,0.31800390725981065,0.3128844079672289,0.41017859354762254,0.6378551151593878,0.578778898622514,0.3618006646212958,0.31937575681784625,0.4533905271828177,0.0,1.0
9,0.3456844461316574,0.07366843840590623,0.13553839030026835,0.16929095302656774,0.10608716562566838,0.10559433953569454,0.5758754882011777,0.5023676190014608,0.3569902814296274,0.09432195240300856,0.6648876159007273,0.787727814545554,0.3074438041632509,0.24599101953961372,0.4414676531546478,0.2597397478127527,0.2994026384576201,0.4235411340893554,0.35640028126562073,0.24700419765117304,0.11607197584871964,0.47135695590517224,0.5837036857189355,0.11194236267523405,0.19546805825612512,0.5173892661135914,0.0,1.0
10,0.5210187795036625,0.041278069037625945,0.36234858085188754,0.5658071517393329,0.40050670908180647,0.1692631590740642,0.6119598376612592,0.24498540423785062,0.4314862221522499,0.4141545782921666,0.29662912301645655,0.40220291536109687,0.31298607991844474,0.37868484624105236,0.4902211311929856,0.2248572909377212,0.2616798125552242,0.3117145777671129,0.29457429669267526,0.5183077281776998,0.5176246513631875,0.4845309478694937,0.5823275565025752,0.44654093319043925,0.42323534399296625,0.5035030801431248,0.0,1.0
11,0.4020975382451315,0.16327083756552588,0.2248788831144541,0.27484361220975007,0.21055766880041088,0.14153916288347934,0.7256334283719534,0.4954056372139301,0.41729285122414694,0.5283346625092809,0.7525662434548047,0.4461140243653445,0.23471629719433745,0.19122639690555976,0.16778700389690798,0.24751507292163377,0.4365160106882122,0.33577826998713534,0.34755727026520794,0.4139945813973368,0.35182294057557595,0.6148447635894058,0.5983624371957449,0.2086289516298921,0.24396385398272014,0.43525132949198797,0.0,1.0
12,0.16537194806262873,0.19520644955539904,0.08638500107218504,0.09308079504223506,0.08177351866494352,0.0484631987936779,0.6248747305862866,0.26991480814387775,0.318068369218783,0.39787551821346995,0.48149439045172854,0.3940930852761307,0.368298924221173,0.4059764874847195,0.47095130122280704,0.5041151668908498,0.4584630372113576,0.42167647896651106,0.3969549476325641,0.47252316607889244,0.5487257131676535,0.5562952313040854,0.554427571193984,0.3930086436486425,0.3968122905791064,0.56944082869501,0.0,1.0
